"Target","Ridom Usage","Ridom Exclusion Reason","location","gene","product","protein_id","note"
"Rv3094c","MLST+","-","3462761..3463891",,"hypothetical protein","NP_217610.1","Rv3094c, (MTCY164.05c), len: 376 aa. Conserved hypothetical protein, some similarity with various proteins e.g. Q9RMR9|NRGC NRGC protein (corresponding gene seems regulated by NifA) from Bradyrhizobium japonicum (388 aa),FASTA scores: opt: 677, E(): 5.8e-35, (34.55% identity in 353 aa overlap); P26698|PIGM_RHOSO pigment protein from Rhodococcus sp. strain ATCC 21145 (387 aa), FASTA scores: opt: 480, E(): 1.2e-22, (28.7% identity in 376 aa overlap); Q9F0J3|NCNH hydroxylase from Streptomyces arenae (405 aa),FASTA scores: opt: 441, E(): 3.3e-20, (29.25% identity in 352 aa overlap); etc. Equivalent to AAK47516 from Mycobacterium tuberculosis strain CDC1551 (395 aa) but N-terminus shorter 19 aa."
"Rv3095","MLST+","-","3463973..3464449",,"Hypothetical transcriptional regulatory protein","NP_217611.1","Rv3095, (MTCY164.06), len: 158 aa. Possible regulatory protein, because contains possible helix-turn-helix motif at aa 39-61 (+4.83 SD). Similar to hypothetical proteins e.g. Q9I0C9|PA2713 from Pseudomonas aeruginosa (159 aa), FASTA scores: opt: 486, E(): 1.6e-25,(45.95% identity in 148 aa overlap); Q9AAF6|CC0645 from Caulobacter crescentus (188 aa), FASTA scores: opt: 479,E(): 5.3e-25, (45.75% identity in 153 aa overlap); Q9K408|2SCG61.07 from Streptomyces coelicolor (157 aa),FASTA scores: opt: 407, E(): 2.8e-20, (43.9% identity in 139 aa overlap); etc."
"Rv3096","MLST+","-","3464547..3465686",,"hypothetical protein","NP_217612.1","Rv3096, (MTCY164.07), len: 379 aa. Hypothetical protein, with slight similarity to several proteins e.g. Q09671|OYEB_SCHPO|SPAC5H10.10 putative NADPH dehydrogenase C5H10.10 (old yellow enzyme homolog) from Schizosaccharomyces pombe (Fission yeast) (392 aa), FASTA scores: opt: 125, E(): 1.1, (25.45% identity in 165 aa overlap); and Q12603|XYNA_DICTH beta-1,4-xylanase (endo-1,4-beta-xylanase) from Dictyoglomus thermophilum (352 aa), FASTA scores: opt: 124, E(): 1.2, (25.65% identity in 195 aa overlap); etc. Contains glycosyl hydrolases family 5 signature (PS00659). Predicted to be an outer membrane protein (See Song et al., 2008)."
"Rv3097c","MLST+","-","3465778..3467091","lipY","PE-PGRS family protein, triacylglycerol lipase LipY (esterase/lipase) (triglyceride lipase) (tributyrase)","YP_177924.1","Rv3097c, (MTCY164.08c), len: 437 aa. LipY,triacylglycerol lipase. Belongs to the hormone-sensitive lipase family (See Deb et al., 2006) and member of the M. tuberculosis PE-family PGRS subfamily of gly-rich proteins (see citation below); N-terminal part similar to N-terminus of M. tuberculosis PE-PGRS family members e.g. Q10637|Y03A_MYCTU hypothetical glycine-rich 49.6 kDa protein (603 aa). Other relatives include MTCY1A11.25c; MTCY21B4.13c; MTCY270.06; MTCY359.33; MTC1A11.04. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv3098A","Accessory","Gene Rv3098A overlaps Rv3098c at 57 bases.","3467606..3467926",,"PemK-like protein","YP_007411812.1","Rv3098A, len: 106 aa. PemK-like protein."
"Rv3098c","MLST+","-","3467210..3467662",,"Hypothetical protein","NP_217614.1","Rv3098c, (MTCY164.09c), len: 150 aa. Hypothetical unknown protein (shorter version of MTCY164.09c). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv3099c","MLST+","-","3468413..3469264",,"hypothetical protein","NP_217615.1","Rv3099c, (MTCY164.10c), len: 283 aa. Conserved protein, some similarity with hypothetical proteins e.g. Q9XA69|SCGD3.09 from Streptomyces coelicolor (274 aa),FASTA scores: opt: 384, E(): 1.8e-17, (32.7% identity in 269 aa overlap); and P71606|Y036_MYCTU|Rv0036c from Mycobacterium tuberculosis strain H37Rv (257 aa), FASTA scores: opt: 179, E(): 0.00024, (25.85% identity in 205 aa overlap)."
"Rv3100c","MLST+","-","3469301..3469783","smpB","Probable SSRA-binding protein SmpB","NP_217616.1","Rv3100c, (MTCY164.11c), len: 160 aa. Probable smpB,small protein b related to several bacterial small protein b homologs e.g. O32881|SSRP_MYCLE|ML0671|MLCB1779.19c from Mycobacterium leprae (160 aa), FASTA scores: opt: 914, E(): 1.1e-52, (84.9% identity in 159 aa overlap); Q9L1S9|SMPB from Streptomyces coelicolor (159 aa), FASTA scores: opt: 568, E(): 3.3e-30, (55.15% identity in 145 aa overlap); O32230|SSRP_BACSU from Bacillus subtilis (156 aa), FASTA scores: opt: 511, E(): 1.7e-26, (47.05% identity in 153 aa overlap); etc. Belongs to the SSRP family. Conserved in M. tuberculosis, M. leprae, M. bovis and M. avium paratuberculosis; predicted to be essential for in vivo survival and pathogenicity (See Ribeiro-Guimaraes and Pessolani, 2007)."
"Rv3101c","MLST+","-","3469786..3470679","ftsX","Putative cell division protein FtsX (septation component-transport integral membrane protein ABC transporter)","NP_217617.1","Rv3101c, (MTCY164.12c), len: 297 aa. Putative ftsX,cell division protein, septation component transport integral membrane protein ABC transporter (see citations below), equivalent to O32882|FTSX_MYCLE|ML0670|MLCB1779.20c cell division protein from Mycobacterium leprae (297 aa),FASTA scores: opt: 1597, E(): 9.2e-93, (80.8% identity in 297 aa overlap); and similar to others e.g. Q9L1S7|SCE59.27c from Streptomyces coelicolor (305 aa),FASTA scores: opt: 585, E(): 1.9e-29, (34.55% identity in 304 aa overlap); O34876|FTSX_BACSU from Bacillus subtilis (296 aa), FASTA scores: opt: 318, E(): 9.1e-13, (24.65% identity in 300 aa overlap); Q9K6X3|FTSX|BH3601 from Bacillus halodurans (298 aa), FASTA scores: opt: 290, E(): 5.2e-11, (22.75% identity in 299 aa overlap); etc. Belongs to the FTSX family."
"Rv3102c","MLST+","-","3470680..3471369","ftsE","Putative cell division ATP-binding protein FtsE (septation component-transport ATP-binding protein ABC transporter)","NP_217618.1","Rv3102c, (MTCY164.13_2c), len: 229 aa. Putative ftsE, cell division protein, septation component transport ATP-binding protein ABC transporter (see citations below),equivalent to O32883|FTSE|ML0669 cell division ATP-binding protein from Mycobacterium leprae (229 aa), FASTA scores: opt: 1384, E(): 2.4e-74, (91.7% identity in 229 aa overlap); and similar to Q9L1S6|FTSE from Streptomyces coelicolor (229 aa), FASTA scores: opt: 914, E(): 8.7e-47,(62.85% identity in 226 aa overlap); Q9A0S4|FTSE|SPY0644 from Streptococcus pyogenes (230 aa), FASTA scores: opt: 866, E(): 5.7e-44, (57.9% identity in 228 aa overlap); Q9CGX0|FTSE from Lactococcus lactis (subsp. lactis) (Streptococcus lactis) (230 aa), FASTA scores: opt: 792,E(): 1.3e-39, (52.2% identity in 228 aa overlap); etc. Other relatives from Mycobacterium tuberculosis include: MTCY253.24; MTCY16B7.10; MTCY9C4.04c; MTCY50.01; MTCY05A6.09c; MTCY04C12.31. Contains PS00017 ATP/GTP-binding site motif A (P-loop) and ABC transporters family signature (PS00211). Belongs to the ATP-binding transport protein family (ABC transporters)."
"Rv3103c","MLST+","-","3471413..3471850",,"Hypothetical proline-rich protein","NP_217619.1","Rv3103c, (MTCY164.13c), len: 145 aa. Hypothetical unknown pro-rich protein, with some similarity to Proline-rich proteins e.g. Q39789 proline-rich cell wall protein from Gossypium hirsutum (Upland cotton) (214 aa),FASTA scores: opt: 267, E(): 0.00014, (40% identity in 110 aa overlap). Equivalent to AAK47525 from M. tuberculosis strain CDC1551 (158 aa) but shorter 13 aa."
"Rv3104c","Accessory","Gene Rv3104c overlaps Rv3105c at 11 bases.","3471852..3472778",,"Possible conserved transmembrane protein","NP_217620.1","Rv3104c, (MTCY164.14c), len: 308 aa. Possible conserved transmembrane protein, with some similarity to hypthetical proteins e.g. Q9L1X9|SC8E4A.26 putative membrane protein from Streptomyces coelicolor (408 aa),FASTA scores: opt: 514, E(): 4.3e-25, (35.2% identity in 287 aa overlap); Q9XA89|CF43A.26c hypothetical 36.1 KDA protein from Streptomyces coelicolor (333 aa), FASTA scores: opt: 482, E(): 3.7e-23, (34.9% identity in 301 aa overlap); Q55987|SLR0765 hypothetical 68.9 KDA protein from Synechocystis sp. strain PCC 6803 (617 aa), FASTA scores: opt: 429, E(): 1.3e-19, (30.6% identity in 278 aa overlap); etc."
"Rv3105c","MLST+","-","3472768..3473904","prfB","Probable peptide chain release factor 2 PrfB (RF-2)","NP_217621.1","Rv3105c, (MTCY164.15c), len: 378 aa. Probable prfB,peptide chain release factor 2, equivalent to O32885|RF2_MYCLE|ML0667|MLCB1779.24c from Mycobacterium leprae, FASTA scores: opt: 2197, E(): 1.8e-126, (90.05% identity in 372 aa overlap); and also similar to other peptide chain release factors e.g. Q9L1S3|PRFB from Streptomyces coelicolor (368 aa), FASTA scores: opt: 1674,E(): 1.2e-94, (69.3% identity in 365 aa overlap); O67695|RF2_AQUAE|PRFB|AQ_1840 from Aquifex aeolicus (373 aa), FASTA scores: opt: 1082, E(): 1.3e-58, (44.45% identity in 369 aa overlap); P28367|RF2_BACSU from B. subtilis (366 aa), FASTA scores: opt: 1030, E(): 1.9e-55,(44.0% identity in 359 aa overlap); etc. Also related to Q10605|MTCY373.19|RF1_MYCTU|Rv1299|MT1338 peptide chain release factor 1 (rf-1) (357 aa), FASTA scores: opt: 646,E(): 1.1e-34, (38.6% identity in 350 aa overlap). Contains prokaryotic-type class I peptide chain release factors signature (PS00745). Belongs to the prokaryotic and mitochondrial release factors family."
"Rv3106","MLST+","-","3474007..3475377","fprA","NADPH:adrenodoxin oxidoreductase FprA (NADPH-ferredoxin reductase)","NP_217622.1","Rv3106, (MTCY164.16), len: 456 aa. FprA,NADPH:adrenodoxin oxidoreductase (NADPH-ferredoxin reductase) (see citations below), equivalent to O32886|MLCB1779.25|FPRA|ML0666 from Mycobacterium leprae (456 aa), FASTA scores: opt: 2505, E(): 1.2e-142, (81,05% identity in 459 aa overlap); also similar to other NADPH:adrenodoxin oxidoreductases e.g. Q9RX19|DR0496 from Deinococcus radiodurans (479 aa), FASTA scores: opt: 1331,E(): 2.6e-72, (48.9% identity in 454 aa overlap); Q9RK35|SCF15.02 from Streptomyces coelicolor (454 aa),FASTA scores: opt: 1102, E(): 1.3e-58, (41.35% identity in 462 aa overlap); P82861 from Salvelinus fontinalis (Brook trout) (498 aa), FASTA scores: opt: 827, E(): 4e-42, (41.3% identity in 460 aa overlap); Q9V3T9|ADRO_DROME from Drosophila melanogaster (Fruit fly) (466 aa), FASTA scores: opt: 790, E(): 6.3e-40, (39.45% identity in 459 aa overlap); etc. Also similar to Q10547|FPRB|Rv0886|MT0909|MTCY31.14 from Mycobacterium tuberculosis strain H37Rv (575 aa), FASTA scores: opt: 894,E(): 4.4e-46, (42.05% identity in 459 aa overlap). Cofactor: FAD"
"Rv3107c","MLST+","-","3475378..3476961","agpS","Possible alkyldihydroxyacetonephosphate synthase AgpS (alkyl-DHAP synthase) (alkylglycerone-phosphate synthase)","NP_217623.1","Rv3107c, (MTCY164.17c), len: 527 aa. Possible agpS,alkyl-dihydroxyacetonephosphate synthase, similar to others and some various enzymes e.g. AAK46595|MT2311 putative alkyl-dihydroxyacetonephosphate synthase from Mycobacterium tuberculosis strain CDC1551 (529 aa), FASTA scores: opt: 1052, E(): 2.1e-58, (37.1% identity in 542 aa overlap); Q9RJ97|SCF91.28c putative flavoprotein from Streptomyces coelicolor (530 aa), FASTA scores: opt: 972, E(): 2.2e-53,(36.2% identity in 544 aa overlap); O96759|ADAS_DICDI alkyldihydroxyacetonephosphate synthase from Dictyostelium discoideum (Slime mold) (611 aa), FASTA scores: opt: 617,E(): 4.5e-31, (33.95% identity in 480 aa overlap); O97157|ADAS_TRYBB alkyldihydroxyacetonephosphate synthase from Trypanosoma brucei (613 aa), FASTA scores: opt: 567,E(): 6.2e-28, (29.15% identity in 521 aa overlap); etc. Also similar to O53525|Rv2251|MTV022.01 hypothetical 49.8 KDA protein from Mycobacterium tuberculosis strain H37Rv (475 aa), FASTA scores: opt: 1019, E(): 2.3e-56, (38.6% identity in 487 aa overlap). Belongs to the FAD-binding oxidoreductase/transferase family 4. Cofactor: FAD (by similarity)."
"Rv3108","not used","Found close-matching copy (length 172, identity 91.90752) in [3491748..3491920].","3477060..3477500",,"Hypothetical protein","NP_217624.1","Rv3108, (MTCY164.18), len: 146 aa. Hypothetical unknown protein. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv3109","MLST+","-","3477649..3478728","moaA1","Probable molybdenum cofactor biosynthesis protein A MoaA1","YP_177925.1","Rv3109, (MTCY164.19), len: 359 aa. Probable moaA1,molybdenum cofactor biosynthesis protein, highly similar to others e.g. P39757|MOAA_BACSU|NARA|NARAB from Bacillus subtilis (341 aa), FASTA scores: opt: 810, E(): 6.2e-44,(39.75% identity in 327 aa overlap); O67929|MOAA_AQUAE|AQ_2183 from Aquifex aeolicus (320 aa),FASTA scores: opt: 794, E(): 6e-43, (40.55% identity in 323 aa overlap); Q9ZIM6|MOAA_STACA from Staphylococcus carnosus (340 aa), FASTA scores: opt: 783, E(): 3.2e-42, (38.65% identity in 326 aa overlap); etc. Also highly similar to O53143|MOAA3|MOA3_MYCTU|MT3427 molybdenum cofactor biosynthesis protein A 3 from Mycobacterium tuberculosis strain F4 (378 aa), FASTA scores: opt: 1762, E(): 4.7e-104,(74.3% identity in 350 aa overlap); and similar to O53881|MOA2_MYCTU|MOAA2|Rv0869c|MT0892|MTV043.62 molybdenum cofactor biosynthesis protein A 2 from Mycobacterium tuberculosis strain H37Rv (360 aa), FASTA scores: opt: 657,E(): 3e-34, (36.55% identity in 309 aa overlap). Belongs to the MoaA / NifB / PqqE family. Note that previously known as moaA. This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
"Rv3110","MLST+","-","3478779..3479174","moaB1","Probable pterin-4-alpha-carbinolamine dehydratase MoaB1 (PHS) (4-alpha-hydroxy-tetrahydropterin dehydratase) (pterin-4-a-carbinolamine dehydratase) (phenylalanine hydroxylase-stimulating protein) (PHS) (pterin carbinolamine dehydratase) (PCD)","YP_177926.1","Rv3110, (MTCY164.20), len: 131 aa. Probable moaB1,pterin-4-alpha-carbinolamine dehydratase, similar to others e.g. P73790|SSL2296 from Synechocystis sp. strain PCC 6803 (96 aa), FASTA scores: opt: 195, E(): 6.2e-07, (35.4% identity in 96 aa overlap); Q9PAB4|PHS_XYLFA|XF2604 from Xylella fastidiosa (116 aa), FASTA scores: opt: 187, E(): 2.6e-06, (36.25% identity in 102 aa overlap); AAK42360|Q97WM6|PHS_SULSO|SSO2187 from Sulfolobus solfataricus (114 aa), FASTA scores: opt: 177, E(): 1.3e-05, (34.6% identity in 78 aa overlap); etc. Also highly similar to AAK47768|MT3426 pterin-4-alpha-carbinolamine dehydratase from Mycobacterium tuberculosis CDC1551 (124 aa), FASTA scores: opt: 383, E(): 7.7e-20, (50.0% identity in 110 aa overlap). Belongs to the pterin-4-alpha-carbinolamine dehydratase family. Note that previously known as moaB. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv3111","MLST+","-","3479171..3479683","moaC1","Probable molybdenum cofactor biosynthesis protein C MoaC1","YP_177927.1","Rv3111, (MTCY164.21), len: 170 aa. Probable moaC1,molybdopterin cofactor biosynthesis protein, highly similar to others e.g. Q9HX95|MOAC|PA3918 from Pseudomonas aeruginosa (160 aa), FASTA scores: opt: 576, E(): 2.2e-29,(62.1% identity in 153 aa overlap); Q9ZFA6|MOAC from Rhodobacter sphaeroides (Rhodopseudomonas sphaeroides) (159 aa), FASTA scores: opt: 541, E(): 3.4e-27, (59.85% identity in 157 aa overlap); BAB48171|MLR0616 from Rhizobium loti (Mesorhizobium loti) (160 aa), FASTA scores: opt: 531, E(): 1.5e-26, (58.75% identity in 160 aa overlap); P30747|MOAC_ECOLI|CHLA3|B0783 from Escherichia coli strain K12 (160 aa), FASTA scores: opt: 527, E(): 2.6e-26, (58.5% identity in 159 aa overlap); etc. Also highly similar to O53376|MOAC3|Rv3324c|MTV016.24c putative molybdenum cofactor biosynthesis protein C 3 from Mycobacterium tuberculosis (177 aa), FASTA scores: opt: 738, E(): 1.7e-39, (71.5% identity in 165 aa overlap); AAK47767|MT3425 molybdopterin cofactor biosynthesis protein C from Mycobacterium tuberculosis strain CDC1551 (184 aa),FASTA scores: opt: 734, E(): 3.1e-39, (71.8% identity in 163 aa overlap); and Rv0864|MOAC2|MTV043.57 putative molybdenum cofactor biosynthesis protein C 2 (167 aa). Note that previously known as moaC. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv3112","MLST+","-","3479700..3479951","moaD1","Probable molybdenum cofactor biosynthesis protein D MoaD1 (molybdopterin converting factor small subunit) (molybdopterin [MPT] converting factor, subunit 1)","YP_177928.1","Rv3112, (MTCY164.22), len: 83 aa. Probable moaD1,molybdenum cofactor biosynthesis protein (molybdopterin converting factor (subunit 1)), similar to others e.g. Q9HJF0|TA1019 from Thermoplasma acidophilum (85 aa), FASTA scores: opt: 144, E(): 0.0012, (31.7% identity in 82 aa overlap); BAB59710|TVG0556526 from Thermoplasma volcanium (90 aa), FASTA scores: opt: 144, E(): 0.0012, (31.7% identity in 82 aa overlap); P30748|MOAD_ECOLI|CHLA4|CHLM|B0784 from Escherichia coli strain K12 (81 aa), FASTA scores: opt: 116, E(): 0.11,(36.9% identity in 84 aa overlap); etc. N-terminus also highly similar to to O53375|GPHA|Rv3323c|MTV016.23c MOAD-MOAE fusion protein from Mycobacterium tuberculosis (221 aa), FASTA scores: opt: 333, E(): 2e-16, (65.05% identity in 83 aa overlap); and some similarity with Rv0868c|MTV043.61c|MOAD2 putative molybdenum cofactor biosynthesis protein D 2 (92 aa). Note that previously known as moaD. This region is a possible MT-complex-specific genomic island (See Becq et al.,2007)."
"Rv3113","Accessory","Gene was not found! (best match 3493495..3493866, E-value: 3.02234E-169, identity: 100.0, overlap: 55.60538)","3480074..3480742",,"Possible phosphatase","NP_217629.1","Rv3113, (MTCY164.23), len: 222 aa. Possible phosphatase, with weak similarity to other phosphatases e.g. Q9KYY0|SCE33.02c from Streptomyces coelicolor (223 aa), FASTA scores: opt: 368, E(): 1.2e-16, (32.9% identity in 222 aa overlap); and Q55039|GPH_SYNP7|CBBZ phosphoglycolate phosphatase from Synechococcus sp. strain PCC 7942 (Anacystis nidulans R2) (212 aa), FASTA scores: opt: 176, E(): 0.00025, (24.7% identity in 182 aa overlap). This region is a possible MT-complex-specific genomic island (See Becq et al., 2007)."
